comentario,etiquetado_humano,categoria
que me van a pagar esos días o que,,turismo
no pudo brindarle seguridad a 1 y ya va quererle ofrece seguridad a todos ellos me da risa,,turismo
no pensaba salir pero ahora me lo tome personal,,turismo
a cerrar estadios,,turismo
que salgamos todos dice me da risa,,turismo
a mi no me gusta salir pero solo por eso voy a salir justo cuando sea el mundial,,turismo
lo siento mi distinguida presidenta ya el mundial no se llevará a cabo en méxico todo gracias a la inseguridad me imagino que ya tiene una carpeta de investigación,,turismo
es chiste verdad,,turismo
y de a cómo estamos hablando,,turismo
mejor iré a usa a verlo,,turismo
y de que sirve si no pagarán impuestos y nosotros seguimos pagando ojalá y no vengan y se cancelen los partidos de méxico,,turismo
ok paguen los días de trabajo que no podemos salir y me quedo en mi casa la vd,,turismo
todos a la calle ese día por favor,,turismo
no qe la fifa lo había cancelado,,turismo
méxico quiere a morena fuera,,turismo
si señora pero no es gracias a morena el mundial no es gracias a morenaaa,,turismo
y le da orgullo tener al pais como lo tiene para que lo vean 5 5 millones me da risa esa ruk no tiene vergüenza,,turismo
y si nos manifestamos,,turismo
les juro que yo no voté por esa señora sabía que durante los 9 años que gobernó iztapalapa hizo un desastre,,turismo
simon que depósiten y se cumple,,turismo
si tienen la oportunidad de venir a méxico desaprovechenla está bien clera,,turismo
ojala se cancele,,turismo
ni que fuera pandemia,,turismo
me dieron ganas de salir mucho en junio,,turismo
ya la contajio claudia,,turismo
que salgamos todos dicen,,turismo
todo el dinero que van a bajarle a los turistas,,turismo
me iba a quedar en mi casa pero creo que ahora tengo que hacer planes con mis amigos,,turismo
el mismo gobierno se avergüenza de sus ciudadanos pero no del dinero que sale de sus carteras mira nada más cuando el turista vale más que el local,,turismo
revocación de mandato presirvienta buena para nada,,turismo
siento que decir eso solo va hacer que salgan más me da risa,,turismo
manifestación,,turismo
conmigo no cuenten,,turismo
jamaaaaaaaas,,turismo
no es un país ceguro para un evento de esa magnitud,,turismo
en mty el samuel tambien dijo algo asi,,turismo
primero que aprenda a usar bien los colores,,turismo
por q la gente le tienen miedo a méxico las extrangeras teresibimos con a plauso con mariachi y muchos mas,,turismo
9mil millones de pesos y que pasa con las calles baches mejor que invierta en las calles remodele bulevares,,turismo
que en paz descansen futuros turistas,,turismo
por el bien de méxico que 20 de los turistas vean una experiencia narco,,turismo
a como está el país deverian de tenerle miedo y más con una presidenta como ella,,turismo
que agamos una marcha dicee,,turismo
ahora resulta,,turismo
nadien va ir a tu porquería fifa se mueve a usa,,turismo
nel que se atoren 2h en el tránsito igual que yo,,turismo
soy de mexico y la neta no vengan,,turismo
remodelando con 9 mil millones de pesos cuanto me dura eso como tres vidas presidenta regáleme un millón que le cuesta,,turismo
que me vale y tengo que ir a trabajar dice,,turismo
podré negar a mi ex pero jamás le pediría que no salga de su casa,,turismo
fallen star zzzzzzzz zzzz nox lunaris brandon,,turismo
yo cuando salga a ver a los turistas,,turismo
si deja te hago caso morra,,turismo
por qué no vivo ahí pero por más amante de mi casita que sea salgo,,turismo
todos a la calle a socializar con la visita,,turismo
ya se estan alistando los representantes de la criminalidad flako 193 ruabogado los garcias irvin garcía suarez para defender a sus nenes a capa y espada,,turismo
ok dice que vayamos a la capital a manifestarnos,,turismo
1968,,turismo
pues y cuántos regresarán porque pues con tanta desaparición de gente ya no se sabe,,turismo
que le damos penita dice,,turismo
que estupidez,,turismo
claro nadie saldrá ese día,,turismo
creo que dijo que si hay que salir para disfrutar con los turistas eso dijo,,turismo
como cuando los dursley ocultaron a harry me da risa,,turismo
quiere un paro laboral y manifestaciones masivas dice,,turismo
ni mi papá intentó negarme tanto,,turismo
hojala y estén preparados para dar buenservicio,,turismo
soy de colombia y fui a méxico y hay mucha inseguridad la verdad,2.0,turismo
que me paseé en la troka con el audio de la llorona a las 3 de la mañana ok,,turismo
y así como nos dejan cargar en los aeropuertos,,turismo
no queremos mundial queremos seguridad queremos revocacion de mandato,,turismo
todos salimos en pijama me da risa,,turismo
ponte a trabajar las calles de la ciudad de méxico y bueno no se diga el estado de méxico están de la muy malo,,turismo
si pero primero esta la seguridad,,turismo
ajá,,turismo
que hagamos mega salidas dice todos afuera del estadio banorte dice,,turismo
si nos piden que salgamos pues salimos,,turismo
evento para hacer a los ricos más ricos y a los pobres más pobres,,turismo
hagan manifestaciones esos dias jajajajajajajaua,,turismo
a como están las cosas la vrdd deberían cambiar mejor todos los partidos a eu aunque nos duela a nosotros los mexas la vrdd hay una inseguridad muy grande y los turistas pueden apeligrar entre ellos niños me entristece,,turismo
no tengo pedos de hacer home,,turismo
eso dijo paola suárez,,turismo
ya esta listo messi hay que estar a prevenidos pa cualquier cosa,,turismo
si eso significa home office por mi fabuloso,,turismo
no dijo eso pidió apoyo a los empresarios para que los trabajadores de oficina pudieran trabajar desde casa y disminuir el tráfico en el mundial,,turismo
atención méxico este 06 de diciembre 9 00 am arranca la gran marcha a favor de claudia sheinbaum del ángel de la independencia al zócalo que todo el país se entere la 4t está más viva que nunca copia pega y comparte vas a estar en la marcha o solo viendo los videos en tiktok,,turismo
me da risa y pensar w le pagan por decir esas cosas,,turismo
y que secustren a leonel messi o ronaldo se va armar la guerra,,turismo
yo quisiera ir mas pero con la inseguridad se piensa dos veces,,turismo
no sé quién voto por ella,,turismo
ud no salga que los va a espantar,,turismo
por qué con ese dinero no arreglaron hospitales que están por caer,,turismo
de repente me dieron ganas de salir,,turismo
hablar de seguridad hablar de fútbol,,turismo
no que se cancelaba los de mexico,,turismo
otra clara burrada,,turismo
fifa noooooo,,turismo
ora pues si vamos a salir y hasta más,,turismo
que hagamos desfile dice,,turismo
que nosotros somos el atractivo,,turismo
ok que salgamos pues,,turismo
y que vas a hacer con todo ese dinero,,turismo
y de los baches después hablamos verdad,,turismo
con la inseguridad que ahy es un miedo venir a mexico,,turismo
pues suena bien que las personas que puedan hacer home office lo hagan y así reducen el tráfico eso no solo beneficiaria a los turistas también a los que trabajan en oficios que no son administrativos,,turismo
que nos vayamos a manifestar dice,,turismo
pues no tenía ganas hasta que ví esto,,turismo
queeee,,turismo
y cuanto vas a invertir para la seguridad de uruapan,,turismo
jajajajajajajajajajajajajaj,,turismo
cancela el mundial o lo vamos a echar a perder,,turismo
wao que me gusta,,turismo
parece buena idea cerrar calles,1.0,turismo
siento que la jefa de gobierno fue la cabeza de estás decisiones porque si la presidenta lo decía iba a ser muy obvio y la situacion sería más familiarmente sospechosa,,turismo
ojalá no valla nadien,,turismo
solo de apariencias se vive cuando se acabe todo triste realidad,,turismo
ay bebé que crees me están dando hartas ganas de salir durante el mundial no más para estorbar e incomodar me da risa,,turismo
solo al verla,,turismo
y pues se cancelo que paso presidente,,turismo
todo bien y no dijo nada de la inseguridad que tendrán los turistas,,turismo
cómo no soy de la ciudad soy turista no,,turismo
yahahahaahhaa,,turismo
ya claudia con un méxico inseguro es mejor los que nos vienen a visitar que mi venga a méxico es duro la inseguridad,,turismo
allá nos vemos clarita,,turismo
nadie quedra ir al aifa alch,,turismo
que que los turistas vivan lo que es el metro en hora pico,,turismo
que quiere manifestaciones riñas y todo eso,,turismo
wey yo no soy de la cdmx pero el día del mundial viajaré allá con toda mi familia,,turismo
me da risa wtf,,turismo
apoyo lo de trabajar en casa para mi trabajo paso por el akron y es un caos cada que hay partidos eventos,,turismo
ayora pues si es mi casa,,turismo
todos salgan de sus casa,,turismo
odio salir pero como soy bien necia esos días me la voy a pasar de vaga,,turismo
dicen puras tonterias,,turismo
vamos todos,,turismo
perú y méxico peleando por quién tiene peor gobierno méxico está que se esfuerza mucho,,turismo
aver si no los asaltan,,turismo
y el de felipe angeles,,turismo
me da risa nunca dijo eso jajaj,,turismo
perdonen cuando es el mundial me entristece,,turismo
ahhh claro dejen le aviso a mis profes que no iré porque los turistas quieren visitar,,turismo
irala que salgamos como si hubiera tianguis,,turismo
es una idea con a de mujer,,turismo
claudia eres mucha pieza para méxico te queremos 6 años más reelección porfavor en la próxima votación,,turismo
la derrama económica es para los politcos y para las lacras qué asaltaran a los visitantes extranjeros por que la violencia está a todo lo que da,,turismo
ok ya entendí que busquemos el programa de los eventos en el mundial para asistir a todos,,turismo
abersi no los secuestran o los levantan con tanta inseguridad que existe,,turismo
que miedo mejor me voy para canadá,,turismo
wey no iba a salir ahora saldré x mis huevos,,turismo
me iba a quedar en mi casa para evitar tumultos pero ahora como que se me antoja sacar plan con mis amigos durante todos los días de la temporada del mundial,,turismo
una vergüenza recibir a turistas en éste momento,,turismo
de huevos me voy a salir,,turismo
que salgan dice,,turismo
que salgamos ya dijo,,turismo
que estupidez dijo,,turismo
hmmm dinero y le brillan los ojos a la querida presidenta con a,,turismo
deja tus jueguitos y ponte las pilas bien sabes que los mexicanos queremos que actúes con los malos,,turismo
y ahi que se puede hacer,,turismo
tenemos mucha presidenta afortunadamente todavía 5 años más,5.0,turismo
me da risa,,turismo
a quien le importa el fut boll,,turismo
dice que salgamos todos,,turismo
i cuando se van,,turismo
no le da vergüenza de como tiene al país lleno de ollos y la inseguridad a su máximo,,turismo
dice la secretaria que regalar su boleto traducción no quiero ser expuesta a una rechifla monumental miedo le llaman,,turismo
mientras ajuste con un salario mínimo se ajuste a las necesidades basicas que no le paguen más,,turismo
lo que le importa es el dineto no los turistas,,turismo
osea que solo los turistas pueden disfrutar méxico y no los propios mexicanos,,turismo
y si los narcos van a matar la gentes,,turismo
me están dando más ganas de salir ahora no se porque,,turismo
tendremos más visitantes que eu y eso es por que la mayoría quiere visitar méxico,,turismo
manifestación en los aeropuertos cuando sea el mundial no estamos para festejar ni invertir en esos temas,,turismo
es mentira ya se canceló,,turismo
viva mi presidenta,,turismo
qué porqué,,turismo
y todos los ingresos los utilizará para abastecer hospitales y personal médico o lo seguirá regalando a los ninis,,turismo
no salgan con sus falasias porfaaa no tergiversen la información osea por mí no salgan xq si dan pena pero lo q dijo la señora es q deben hacer home office para evitar el tráfico en horas pico y algún demás q eso pueda provocar,,turismo
si ella le va a pagar el salario a mi mdre entonces si,,turismo
que pongamos música a todo volumen toda la noche entendido,,turismo
no haremos caso,,turismo
para hacer las marchas más numerosas,,turismo
orale que descanses,,turismo
con la inseguridad seguro se irán con una muy mala experiencia pobres de esos visitantes,,turismo
solo te faltó remarcar que visitarán méxico para ver como funciona la megafarmacia y el mejor sistema de salud del mundo,,turismo
