comentario,categoria,etiqueta_estimada,etiqueta_real,confianza
en verdad está sra está de jefa de gobierno,turismo,1,,0.9575602412223816
acuerden va aver secuestros también con esta presidenta,turismo,1,,0.9422472715377808
si me dan 500 000pesos y uno taquitos de pastor lo ago con gusto,turismo,3,,0.5313007235527039
es broma verdad,turismo,3,,0.47222763299942017
entonces los comerciantes guías turísticos restaurantes hoteles y demás no abran y disfrute su día en casita me gusta,turismo,4,,0.5308956503868103
que miedo ir al mundial a méxico,turismo,1,,0.9656133055686951
god bless mexico,turismo,1,,0.9795528054237366
como si estan cerrados los aeropuertos,turismo,2,,0.5060897469520569
ni mi casi nada me ocultó así,turismo,3,,0.47622111439704895
es broma verdad,turismo,3,,0.4722275733947754
pues usted no me manda,turismo,1,,0.47672173380851746
cosas que nunca dijo,turismo,1,,0.8601797819137573
a caray y quién nos va a mantener,turismo,4,,0.4414199888706207
yo creo que ya no vendrá nadie,turismo,1,,0.6326486468315125
soy de guadalajara y me da vergüenza de cómo está de sucia la ciudad sobretodo en zonas como la americana y zona centro quitaron los botes de basura según porque ya no les pagaron la concesión alguien sabe algo de esto,turismo,1,,0.9196568727493286
cuantos vuelos va a recibir el aifa,turismo,3,,0.47422266006469727
oilaaaaaa,turismo,2,,0.5028608441352844
no es mala onda pero va haber un robadero y ahí la gárgola se va hacer la que no sabe como es su costumbre,turismo,4,,0.5524061918258667
hay q salir todos,turismo,3,,0.5456324815750122
será el mejor mundial y el pais muy hermoso,turismo,5,,0.9820446968078613
a ver si no los desviven,turismo,3,,0.4050354063510895
pero hay que salir a ligar,turismo,3,,0.35007432103157043
todos saliendo a las calles,turismo,2,,0.4355599582195282
que smosh en la plaza dice,turismo,2,,0.4735851585865021
oscar ceh,turismo,5,,0.48078805208206177
si y van a mirar el desmadre que tiene méxico y aver si no se los levantan,turismo,1,,0.7944148778915405
que salgamos dice,turismo,3,,0.6084809899330139
a si como está la seguridad no creo,turismo,1,,0.591621994972229
pero si solo habrá 13 paridos y varía de local de méxico dudo mucho con todo respeto que haya más de 1 millón de personas,turismo,3,,0.3696230351924896
y la inseguridad,turismo,1,,0.9681633710861206
habiendo cosas más importantes se pone a hablar de pendejadas fuera morena,turismo,1,,0.6657440662384033
ni mi mamá se avergüenza tanto de mi,turismo,2,,0.5169307589530945
soy de la cdmx pero la verdad que ni vengan esta mujer debería ver mejor la seguridad de mi país antes de todo si es una basura de seguridad,turismo,1,,0.5835247039794922
iban a venir,turismo,3,,0.5456944108009338
ya lo dijo fox cenas y te vas,turismo,3,,0.5368906855583191
y a esos también los va a desaparecer,turismo,2,,0.5824389457702637
que nos manifestamos va,turismo,3,,0.3973817825317383
como que ya me dieron ganas de trabajar e ir a la oficina esos días y lo mejor está a la vuelta del estadio,turismo,3,,0.459725022315979
que salgamos diceee,turismo,3,,0.605191707611084
2 de octubre no se olvida,turismo,3,,0.4193442761898041
y usted cree que la gente va a ir después de todo lo que está pasando en méxico,turismo,2,,0.42354488372802734
dice que hagamos manifestaciones,turismo,1,,0.6477497220039368
ni iba a salir porque que hueva y que oso el fútbol pero adivina qué mi ciela,turismo,2,,0.5186614394187927
de miedo de los narcos yo no iría ni aconsejo que vaya nadie con ese narcogobierno y corruptos,turismo,1,,0.9848614931106567
ya lo canceló fifa se va para canadá oh eeuu,turismo,1,,0.7597628235816956
queeeeee carajos ay que salir más y aser ver al mexicano que somos viva méxico lindo,turismo,2,,0.45826631784439087
televisa he hechara a perder con sus jugadores el evento ya se sabe,turismo,1,,0.7157455682754517
la fifa ya cancelo por mucha inseguridad en méxico,turismo,1,,0.9821372628211975
pues por ahí dicen q la fifa ya no quiere ir a méxico,turismo,1,,0.7905067801475525
con el simple echo de ver esa calaca ninguna noticia es importante puro circo no me arrepiento de no aver votado por ella,turismo,1,,0.8930243253707886
ya saben si vuelven a votar por una mujer,turismo,3,,0.34908559918403625
no sería mejor reparar el metro para que todas las líneas y las unidades estén en funcionamiento,turismo,2,,0.5361325144767761
yo tengo una mejor y si todos los locales se cierran,turismo,2,,0.554558515548706
mate eso nunca pasó,turismo,1,,0.6285578012466431
chin tiene que hacer un fuerte gasto para el mundial ojalá que con eso se pueda recuperar la bolsa,turismo,2,,0.5232683420181274
mejor invertir en las carreteras de los pueblos,turismo,2,,0.5510978698730469
teotihuacán 20 de abril dando una buena imagen a los turistas,turismo,5,,0.5927315950393677
me da risa que los trabajadores tampoco salgan para que los turistas disfruten,turismo,3,,0.4437224268913269
lo más gracioso que dijo qué vara movilizar en transporte público o a los turistas,turismo,1,,0.4047090709209442
claro meto a mi cuarto de servicio en lo que los invitados andan en mi casa,turismo,2,,0.4151502847671509
ahora resulta que ni en mi propio país me quieren,turismo,2,,0.4285803437232971
a cómo está la inseguridad no creo que lleguen,turismo,1,,0.9835410714149475
no lo dijo exactamente con esas palabras pero es lo que dió a entender,turismo,3,,0.4104248285293579
es familiar de la que dice que si no pueden comprar gasolina premium que compren la magna,turismo,3,,0.3815939128398895
y no le da vergüenza tanta inseguridad,turismo,1,,0.9863320589065552
si me pagan con gusto no salgo es más ni abro las ventanas oh pero que no me lo quiten de mis días de descanso oh y que me den mi despensa por qué no como aire,turismo,3,,0.4256270229816437
con la inseguridad no creo,turismo,1,,0.9800642132759094
hoy solo se habla de fudbol,turismo,3,,0.4028880298137665
ya un político habla de eso esas noticias son para canales de noticias,turismo,3,,0.35642996430397034
uuufffff que complicado si en méxico desgraciadamente la inseguridad es el tema más importante,turismo,1,,0.686099648475647
y luego a mty,turismo,3,,0.5594850182533264
soluciones del bienestar,turismo,5,,0.3650504946708679
uyyy los meros estados q goviernan los malillos cuidadooo cuidadooo,turismo,2,,0.509151816368103
deberiamos de evitar que el mundial lo hagan aqui como manifestacion a su asqueroso gobierno a la inseguridad a la corrupción a la falta de medicamentos si no puede cumplirle ni a los mexicanos en materia de seguridad que les espera a los extranjeros,turismo,1,,0.9764654040336609
a vaya en nuestro país ya no vamos a poder salir,turismo,1,,0.9206958413124084
clara brugada,turismo,3,,0.4681437015533447
y para que si la seguridad del país está mal y aparte los policías solo los van a infracciones por cualquier cosa no ai tolerancia de nada ojalá no venga nadie el trafico horrible hoteles caros con toda la reducción de carriles nunca llegarán a los partidos,turismo,1,,0.9491272568702698
es es el problema dar una buena impresión de méxico eso significa que no damos buena impresión la pregunta es que ha hecho el gobierno para cambiar eso,turismo,1,,0.6300837993621826
ya se dijo se suspende el mundial 2026 por ser una pais muy inseguro sera en eeuu el mundial,turismo,1,,0.9432594180107117
la neta nose porque mexico se sigue estando en el top paises mas visitados del mundo y vienen literal de europa y varias partes del mundo segun estatisticas apesar de saber lo inseguro que es siguen yendo,turismo,3,,0.3063793182373047
ahora de puro coraje saldré el día del mundial,turismo,5,,0.8344089984893799
pero si mis papás me obligaban a salir de mi cuarto para saludar a la visita,turismo,4,,0.6194497346878052
creo que no entendieron me da risa aparte es el punto de vista estuve viendo más no investigando se dice que esto se hizo por el impacto ambiental además de que ya está tan bien jodida la cdmx lo quieren aprovechar para visibilizar más lugares del país por lo que sería más un dispersar el turísmo por todo el país e impulsar la economía local si no me equivoco si me equivoqué discúlpenme y los invito a investigar y corregirme,turismo,1,,0.47960105538368225
será una cortina de humo,turismo,2,,0.506583571434021
para los turistas si va ver mucha vigilancia y para los mexicanos que sigue la inseguridad,turismo,1,,0.8957011103630066
mientras me den unos 1500 diarios qué es lo que gano al día no salgo ni a la esquina,turismo,3,,0.4244883358478546
que molestemos a los turistas dice,turismo,1,,0.642803430557251
y por eso es que está viendo de dónde sacar dinero subiendo impuestos poniendo impuestos nuevos dejando a la salud sin medicamentos pero falta que la fifa quiera por la violencia que hay en méxico,turismo,1,,0.4671855866909027
pobres que le piensen para venir uno como quiera,turismo,2,,0.5452892184257507
no creo,turismo,1,,0.744718611240387
naa a ese narcoestado no señor,turismo,3,,0.34270331263542175
méxico no es seguro,turismo,1,,0.8712373971939087
todos hay que salir a manifestarnos de todas las cosas malas que hay en méxico,turismo,1,,0.9643269777297974
y si mejoran la infraestructura de la ciudad y si mejoran los caminos y si mejoran el transporte público y si ponen primero a peatones y ciclistas en vez de los vehículos ahora la culpa es de nosotros,turismo,2,,0.6249134540557861
que lo cancelen no queremos futbol queremos seguridad en todo mexico,turismo,1,,0.9506734013557434
vamos todos a hacer manifestación por todos lados,turismo,1,,0.7221989631652832
y dónde madres los vas a meter si no puedes con el caos del periférico,turismo,2,,0.46544766426086426
que van a cerrar reforma que que,turismo,2,,0.47051748633384705
mexico mejor que nunca solo claudia sheinbaum,turismo,3,,0.37961581349372864
el aifa,turismo,3,,0.4919554591178894
estás segura,turismo,3,,0.5656062960624695
se va a quedar con las ganas de ver eso,turismo,3,,0.46432578563690186
ni mi ex se avergonzó tanto de mí,turismo,2,,0.4800868332386017
uno con gusto la cosa es si mi trabajo lo vea así me da risa,turismo,3,,0.5205235481262207
inversión para quien mejor invierte en la ceguridad y gente te gastas menos,turismo,1,,0.4484994411468506
qué maravilla los locales encerrados para que los turistas tengan la ciudad sola alguien le explica que esto no es un parque temático,turismo,3,,0.3665875196456909
que no salgan todo el año mejor,turismo,2,,0.5889752507209778
que me pague el día en el trabajo y no salgo ni a la esquina,turismo,2,,0.5934523344039917
que saturemos la ciudad como si fuera hora pico,turismo,2,,0.5233094096183777
carlos manzo,turismo,3,,0.4566609561443329
para que los regales a tus chairos,turismo,3,,0.4138714075088501
ocupó 5 personas para agarrar unos 3 árabes salimos de pobres por qué salimos,turismo,2,,0.46499764919281006
ahorita con lo que está pasando lo dudo,turismo,2,,0.40987730026245117
yo escuché que cierren las vías principales,turismo,2,,0.602282702922821
mejor le hubieran puesto aeropuerto maximiliano de habsburgo o aeropuerto emperatriz carlota,turismo,2,,0.4421062171459198
vivo en méxico y tengo miedo de salir me da risa,turismo,1,,0.838201642036438
no comenten nada porqe les abre una,turismo,1,,0.7090584635734558
cortina de humo por lo de carlos manzo,turismo,2,,0.376275897026062
no cabe duda que estos gobernantes son un meme sin sentido,turismo,1,,0.45562347769737244
creo no se hará ya,turismo,1,,0.4628339409828186
buena idea mala explicación de ella,turismo,1,,0.7425545454025269
por eso urge tapar la inseguridad,turismo,1,,0.9690366387367249
no queremos mundial queremos seguridad,turismo,1,1.0,0.9833844900131226
no creo la fifa ya lo cánselo porque que tu gobierno está manchando de sangre claudia,turismo,1,,0.9339560270309448
terror ir a méxico,turismo,1,,0.9751010537147522
jajajajaj,turismo,3,,0.48176223039627075
que,turismo,3,,0.5535731911659241
ya ni mi ex cuando m presumio en cf,turismo,3,,0.5131102800369263
uy sí se ve bien orgullosa para el mundial claro que hay remodelación ahí sí todo es rapidísimo pero para los mexicanos que llevan años pidiendo mejoras nada baches inseguridad policías corruptos y todavía lo presume como si fuera un logro enorme,turismo,3,,0.3463759124279022
yo estoy de acuerdo que los que trabajan en gobierno no salgan de sus casas para que no nos dejen en ridículo y los turistas disfruten,turismo,1,,0.49942994117736816
no creoooooo,turismo,2,,0.36344805359840393
aún país lleno de violencia,turismo,1,,0.9072657227516174
no puede con los del pais podra con visitas,turismo,1,,0.8047987222671509
ojalá y lo cancelen,turismo,1,,0.6332935690879822
como que me dieron ganas de salir de mi casa,turismo,2,,0.41239407658576965
y la ciudad está hecha una cochinada,turismo,2,,0.4821382761001587
noo y todas las cosas que pasan como lo de teotihuacan no dan una mala imagen de como está el país,turismo,1,,0.7962419390678406
para 10 partidos,turismo,3,,0.4236728847026825
si la fifa está considerando quitarle la cede por la inseguridad me da risa que se puso a hablar,turismo,1,,0.9543664455413818
yo no iria mucha insegudad,turismo,1,,0.6580474972724915
mejor lo veo aquí en canadá,turismo,3,,0.4886054992675781
depende si me pagan ni me asomo fuera de mi casa,turismo,3,,0.38183197379112244
no la chinguen ajjsjsjs,turismo,3,,0.4835169017314911
soy de perú,turismo,3,,0.619979977607727
si me dan home por mi bien pero que sea todo el año alv,turismo,4,,0.5934464931488037
ni me gusta el fútbol pero por mis ovarios qué esos días afuera voy a estar,turismo,2,,0.5818140506744385
q me pague y no salgo,turismo,1,,0.3795165717601776
que vergüenza que se descarrile el tren,turismo,1,,0.8881804943084717
que nos espera a todo allá bueno,turismo,3,,0.3325887620449066
cuando no sabes lo que es trabajar y solo estirar la mano,turismo,2,,0.4698631763458252
a quien se le ocurrió esa brillante idea,turismo,3,,0.435527503490448
no por qué se desaparecen me da risa,turismo,1,,0.38648682832717896
nunca voy para la cdmx pero como que se me antojo ir a hacer una protesta justo por esos días del mundial,turismo,1,,0.38230299949645996
